ENSG00000010219.9	34
ENSG00000010244.12	461
ENSG00000010256.6	500
ENSG00000010270.9	913
ENSG00000010278.7	4125
ENSG00000010282.10	0
ENSG00000010292.8	444
ENSG00000010295.15	224
ENSG00000010310.4	44
ENSG00000010318.15	151
ENSG00000010319.2	324
ENSG00000010322.11	1021
ENSG00000010327.6	423
ENSG00000010361.9	30
ENSG00000010379.11	29
ENSG00000010404.13	0
ENSG00000010438.12	4
ENSG00000010539.7	38
ENSG00000010610.5	410
ENSG00000010626.10	358
ENSG00000010671.11	168
ENSG00000010704.14	61
ENSG00000010803.12	5112
ENSG00000010810.13	15490
ENSG00000010818.4	9621
ENSG00000010932.11	14
ENSG00000011007.8	182
ENSG00000011009.6	20
ENSG00000011021.17	953
ENSG00000011028.9	1099
ENSG00000011052.17	0
ENSG00000011083.4	9
ENSG00000011105.7	7878
ENSG00000011114.10	1488
ENSG00000011132.7	119
ENSG00000011143.12	58
ENSG00000011198.3	1144
ENSG00000011201.6	3259
ENSG00000011243.13	1018
ENSG00000011258.11	1651
ENSG00000011260.9	711
ENSG00000011275.14	4170
ENSG00000011295.11	2481
ENSG00000011304.12	316
ENSG00000011332.15	0
ENSG00000011347.5	47
ENSG00000011376.5	1460
ENSG00000011405.9	2309
ENSG00000011422.7	733
ENSG00000011426.6	37
ENSG00000011451.13	143
ENSG00000011454.12	4573
ENSG00000011465.12	359
ENSG00000011478.7	60
ENSG00000011485.10	799
ENSG00000011523.9	400
ENSG00000011566.10	5923
ENSG00000011590.9	0
ENSG00000011600.7	122
ENSG00000011638.6	282
ENSG00000011677.8	0
ENSG00000012048.15	54
ENSG00000012061.11	384
ENSG00000012124.10	70
ENSG00000012171.13	158
ENSG00000012174.7	147
ENSG00000012211.8	111
ENSG00000012223.8	232
ENSG00000012232.4	272
ENSG00000012504.9	7
ENSG00000012660.9	7662
ENSG00000012779.6	1487
ENSG00000012817.11	1040
ENSG00000012822.11	462
ENSG00000012963.9	18
ENSG00000012983.7	2874
ENSG00000013016.10	229
ENSG00000013275.3	118
ENSG00000013288.4	237
ENSG00000013293.5	1
ENSG00000013297.6	411
ENSG00000013306.11	16
ENSG00000013364.14	509
ENSG00000013374.11	958
ENSG00000013375.11	593
ENSG00000013392.6	2
ENSG00000013441.11	1380
ENSG00000013503.5	670
ENSG00000013523.5	418
ENSG00000013561.13	476
ENSG00000013563.9	68
ENSG00000013573.12	166
ENSG00000013583.4	256
ENSG00000013588.5	2843
ENSG00000013619.9	1287
ENSG00000013725.10	1185
ENSG00000013810.14	176
ENSG00000014123.9	335
ENSG00000014138.4	457
ENSG00000014164.6	916
ENSG00000014216.11	501
ENSG00000014257.11	193
ENSG00000014641.13	237
ENSG00000014824.9	1623
ENSG00000014914.15	52
ENSG00000014919.8	307
ENSG00000015133.14	3923
ENSG00000015153.10	1569
ENSG00000015171.14	2507
ENSG00000015285.6	86
ENSG00000015413.5	1
ENSG00000015475.14	739
ENSG00000015479.13	2378
ENSG00000015520.10	5
ENSG00000015532.5	229
ENSG00000015568.8	1
ENSG00000015592.12	0
ENSG00000015676.13	4686
ENSG00000016082.10	0
ENSG00000016391.6	210
ENSG00000016402.8	119
ENSG00000016490.11	0
ENSG00000016602.8	0
ENSG00000016864.12	109
ENSG00000017260.15	4173
ENSG00000017373.11	101
ENSG00000017427.11	218
ENSG00000017483.10	30
ENSG00000017621.11	1
ENSG00000017797.7	565
ENSG00000018189.8	3084
ENSG00000018236.10	238
ENSG00000018280.12	1028
ENSG00000018408.10	10320
ENSG00000018510.8	2276
ENSG00000018607.5	0
ENSG00000018610.9	156
ENSG00000018625.10	12
ENSG00000018699.7	1154
ENSG00000018869.12	18
ENSG00000019102.7	183
ENSG00000019144.12	1188
ENSG00000019169.9	964
ENSG00000019186.5	18
ENSG00000019485.8	978
ENSG00000019505.3	3
ENSG00000019549.4	1
ENSG00000019582.10	2406
ENSG00000019991.11	183
ENSG00000019995.6	1629
ENSG00000020129.11	65
ENSG00000020181.13	438
ENSG00000020256.15	644
ENSG00000020426.6	1771
ENSG00000020577.9	18719
ENSG00000020633.14	2101
ENSG00000020922.8	1134
ENSG00000021300.9	41
ENSG00000021355.8	491
ENSG00000021461.12	21
ENSG00000021488.8	14
ENSG00000021574.7	1123
ENSG00000021645.13	13715
ENSG00000021762.15	1427
ENSG00000021776.6	1156
ENSG00000021826.10	52
ENSG00000021852.8	57
ENSG00000022267.12	1531
ENSG00000022277.8	908
ENSG00000022355.10	0
ENSG00000022556.11	91
ENSG00000022567.5	2736
ENSG00000022840.11	1378
ENSG00000022976.11	513
ENSG00000023041.7	308
ENSG00000023171.10	620
ENSG00000023191.12	105
ENSG00000023228.9	740
ENSG00000023287.8	4885
ENSG00000023318.7	2667
ENSG00000023330.10	500
ENSG00000023445.9	222
ENSG00000023516.7	1112
ENSG00000023572.4	56
ENSG00000023608.4	234
ENSG00000023697.8	3219
ENSG00000023734.6	367
ENSG00000023839.6	57
ENSG00000023892.9	861
ENSG00000023902.9	312
ENSG00000023909.5	101
ENSG00000024048.6	4477
ENSG00000024422.7	83
ENSG00000024526.12	0
ENSG00000024862.12	326
ENSG00000025039.10	390
ENSG00000025156.8	395
ENSG00000025293.11	4216
ENSG00000025423.7	791
ENSG00000025434.14	154
ENSG00000025708.8	332
ENSG00000025770.14	166
ENSG00000025772.7	110
ENSG00000025796.9	2696
ENSG00000025800.9	1638
ENSG00000026025.9	451
ENSG00000026036.16	0
ENSG00000026103.15	562
ENSG00000026297.11	0
ENSG00000026508.12	10966
ENSG00000026559.9	2
ENSG00000026652.9	2489
ENSG00000026751.12	635
ENSG00000026950.12	880
ENSG00000027001.7	1687
ENSG00000027075.9	14887
ENSG00000027644.4	0
ENSG00000027697.8	1556
ENSG00000027847.9	164
ENSG00000027869.7	354
ENSG00000028116.12	1505
ENSG00000028137.12	3564
ENSG00000028203.13	1904
ENSG00000028277.16	514
ENSG00000028310.13	726
ENSG00000028528.10	2195
ENSG00000028839.5	298
ENSG00000029153.10	178
ENSG00000029363.11	1000
ENSG00000029364.7	705
ENSG00000029534.15	52
ENSG00000029559.5	0
ENSG00000029639.6	1031
ENSG00000029725.12	1574
ENSG00000029993.10	23
ENSG00000030066.9	1217
ENSG00000030110.8	117
ENSG00000030304.8	69
ENSG00000030419.12	1491
ENSG00000030582.12	119
ENSG00000031003.6	3302
ENSG00000031081.6	5830
ENSG00000031544.10	45
ENSG00000031691.6	34
ENSG00000031698.8	848
ENSG00000031823.10	2460
ENSG00000032219.14	1194
ENSG00000032389.8	1504
ENSG00000032444.11	555
ENSG00000032742.13	1601
ENSG00000033011.7	71
ENSG00000033030.9	480
ENSG00000033050.3	188
ENSG00000033100.10	117
ENSG00000033122.14	20
ENSG00000033170.12	6015
ENSG00000033178.8	2551
ENSG00000033327.8	8193
ENSG00000033627.10	2814
ENSG00000033800.9	8134
ENSG00000033867.12	3425
ENSG00000034053.10	675
ENSG00000034063.9	10
ENSG00000034152.14	1683
ENSG00000034239.6	202
ENSG00000034510.4	15
ENSG00000034533.7	32
ENSG00000034677.7	3185
ENSG00000034693.10	268
ENSG00000034713.3	554
ENSG00000034971.10	10
ENSG00000035115.17	664
ENSG00000035141.3	15
ENSG00000035403.12	5866
ENSG00000035499.8	24
ENSG00000035664.7	5954
ENSG00000035681.3	1029
ENSG00000035687.9	1438
ENSG00000035720.3	52
ENSG00000035862.8	1444
ENSG00000035928.10	1385
ENSG00000036054.8	1429
ENSG00000036257.8	4274
ENSG00000036448.5	97
ENSG00000036473.6	0
ENSG00000036530.4	38
ENSG00000036549.8	5047
ENSG00000036565.10	6
ENSG00000036672.11	69
ENSG00000036828.9	4
ENSG00000037042.8	129
ENSG00000037241.3	12
ENSG00000037280.11	365
ENSG00000037474.10	909
ENSG00000037637.6	3098
ENSG00000037749.7	306
ENSG00000037757.9	346
ENSG00000037897.12	8
ENSG00000037965.4	0
ENSG00000038002.4	48
ENSG00000038210.9	959
ENSG00000038219.8	712
ENSG00000038274.12	132
ENSG00000038295.3	526
ENSG00000038358.10	16
ENSG00000038382.13	24117
ENSG00000038427.11	1291
ENSG00000038532.10	6193
ENSG00000038945.10	1543
ENSG00000039068.14	2021
ENSG00000039123.11	2112
ENSG00000039139.9	1821
ENSG00000039319.12	1419
ENSG00000039523.13	497
ENSG00000039537.9	22
ENSG00000039560.9	6230
ENSG00000039600.6	7
ENSG00000039650.5	52
ENSG00000039987.2	0
ENSG00000040199.14	380
ENSG00000040275.12	27
ENSG00000040341.13	2571
ENSG00000040487.8	71
ENSG00000040531.10	198
ENSG00000040608.9	39
ENSG00000040633.8	6
ENSG00000040731.6	7
ENSG00000040933.11	9743
ENSG00000041353.5	656
ENSG00000041357.11	51
ENSG00000041515.11	80
ENSG00000041802.6	366
ENSG00000041880.10	39
ENSG00000041982.10	1351
ENSG00000041988.11	59
ENSG00000042062.7	528
ENSG00000042088.9	780
ENSG00000042286.10	266
ENSG00000042304.6	0
ENSG00000042317.12	500
ENSG00000042429.6	428
ENSG00000042445.9	167
ENSG00000042493.11	265
ENSG00000042753.7	116
ENSG00000042781.8	1
ENSG00000042813.3	40
ENSG00000042832.7	143
ENSG00000042980.8	416
ENSG00000043039.5	46
ENSG00000043093.9	608
ENSG00000043143.16	1487
ENSG00000043355.6	0
ENSG00000043462.7	3526
ENSG00000043514.11	1124
ENSG00000044012.3	0
ENSG00000044090.4	80
ENSG00000044115.16	11873
ENSG00000044446.7	904
ENSG00000044459.10	2590
ENSG00000044524.6	105
ENSG00000044574.7	355
ENSG00000046604.8	87
ENSG00000046647.9	451
ENSG00000046651.10	1114
ENSG00000046653.10	839
ENSG00000046774.9	0
ENSG00000046889.14	2906
ENSG00000047056.10	1992
ENSG00000047188.11	2051
ENSG00000047230.10	1186
ENSG00000047249.12	2919
ENSG00000047315.10	796
ENSG00000047346.8	3559
ENSG00000047365.7	4134
ENSG00000047410.9	476
ENSG00000047457.9	150
ENSG00000047578.8	2359
ENSG00000047579.15	1366
ENSG00000047597.5	0
ENSG00000047617.10	10364
ENSG00000047621.7	484
ENSG00000047634.10	366
ENSG00000047644.13	7495
ENSG00000047648.17	12893
ENSG00000047662.4	18
ENSG00000047849.17	8828
ENSG00000047932.9	540
ENSG00000047936.6	550
ENSG00000048028.7	821
ENSG00000048052.17	1928
ENSG00000048140.13	99
ENSG00000048162.15	15
ENSG00000048342.11	666
ENSG00000048392.7	512
ENSG00000048405.5	1364
ENSG00000048462.6	0
ENSG00000048471.9	11893
ENSG00000048540.10	3854
ENSG00000048544.5	161
ENSG00000048545.9	0
ENSG00000048649.9	3359
ENSG00000048707.9	8685
ENSG00000048740.13	35068
ENSG00000048828.12	5104
ENSG00000048991.12	1227
ENSG00000049089.9	12
ENSG00000049130.9	3143
ENSG00000049167.9	277
ENSG00000049192.10	458
ENSG00000049239.8	1458
ENSG00000049245.8	385
ENSG00000049246.10	1749
ENSG00000049247.9	1
ENSG00000049249.4	39
ENSG00000049283.13	6
ENSG00000049319.2	23
ENSG00000049323.11	2589
ENSG00000049449.4	239
ENSG00000049540.12	1896
ENSG00000049541.6	179
ENSG00000049618.17	24323
ENSG00000049656.9	345
ENSG00000049759.12	22032
ENSG00000049768.10	15
ENSG00000049769.8	232
ENSG00000049860.9	412
ENSG00000049883.10	119
ENSG00000050030.9	340
ENSG00000050130.13	197
ENSG00000050165.13	1047
ENSG00000050327.10	93
ENSG00000050344.8	208
ENSG00000050393.7	184
ENSG00000050405.9	2305
ENSG00000050426.11	324
ENSG00000050438.12	871
ENSG00000050555.13	599
ENSG00000050628.16	49
ENSG00000050730.11	141
ENSG00000050748.13	914
ENSG00000050767.11	694
ENSG00000050820.12	974
ENSG00000051009.6	267
ENSG00000051108.10	926
ENSG00000051128.14	17
ENSG00000051180.12	8
ENSG00000051341.9	52
ENSG00000051382.4	2716
ENSG00000051523.6	339
ENSG00000051596.5	17
ENSG00000051620.6	356
ENSG00000051825.10	488
ENSG00000052126.10	4439
ENSG00000052344.11	29
ENSG00000052723.7	26
ENSG00000052749.9	392
ENSG00000052795.8	6165
ENSG00000052802.8	719
ENSG00000052841.10	2478
ENSG00000052850.5	6
ENSG00000053108.12	1807
ENSG00000053254.11	15049
ENSG00000053328.8	541
ENSG00000053371.8	70
ENSG00000053372.4	61
ENSG00000053438.7	0
ENSG00000053501.8	9
ENSG00000053524.7	166
ENSG00000053702.10	0
ENSG00000053747.11	8164
ENSG00000053770.7	114
ENSG00000053900.6	1282
ENSG00000053918.11	4075
ENSG00000054116.7	343
ENSG00000054118.9	3454
ENSG00000054148.13	1
ENSG00000054179.7	0
ENSG00000054219.9	0
ENSG00000054267.16	7744
ENSG00000054277.8	219
ENSG00000054282.11	5271
ENSG00000054356.9	0
ENSG00000054392.8	1464
ENSG00000054523.12	4387
ENSG00000054611.9	12275
ENSG00000054654.11	8447
ENSG00000054690.9	149
ENSG00000054793.9	1893
ENSG00000054796.8	0
ENSG00000054803.3	0
ENSG00000054938.11	7
ENSG00000054965.6	3429
ENSG00000054967.8	1907
ENSG00000054983.12	1360
ENSG00000055044.6	1274
ENSG00000055070.12	523
ENSG00000055118.10	29
ENSG00000055130.11	4085
ENSG00000055147.13	456
ENSG00000055163.14	2808
ENSG00000055208.13	2493
ENSG00000055211.8	555
ENSG00000055332.12	763
ENSG00000055483.15	1857
ENSG00000055609.13	13981
ENSG00000055732.8	130
ENSG00000055813.5	0
ENSG00000055917.11	8543
ENSG00000055950.12	21
ENSG00000055955.11	0
ENSG00000055957.6	0
ENSG00000056050.6	147
ENSG00000056097.11	3470
ENSG00000056277.11	290
ENSG00000056291.13	1
ENSG00000056487.11	52
ENSG00000056558.6	947
ENSG00000056586.11	1294
ENSG00000056661.9	124
ENSG00000056736.5	18
ENSG00000056972.14	389
ENSG00000056998.14	25
ENSG00000057019.11	1042
ENSG00000057149.10	12
ENSG00000057252.8	1056
ENSG00000057294.9	50
ENSG00000057468.6	42
ENSG00000057593.9	1
ENSG00000057608.12	1742
ENSG00000057657.10	427
ENSG00000057663.8	3040
ENSG00000057704.6	1381
ENSG00000057757.5	124
ENSG00000057935.9	2223
ENSG00000058056.4	1809
ENSG00000058063.11	3054
ENSG00000058085.10	467
ENSG00000058091.12	7865
ENSG00000058262.5	757
ENSG00000058272.11	6401
ENSG00000058335.11	981
ENSG00000058404.15	14
ENSG00000058453.12	959
ENSG00000058600.11	816
ENSG00000058668.10	5902
ENSG00000058673.11	2565
ENSG00000058729.6	67
ENSG00000058799.9	442
ENSG00000058804.10	279
ENSG00000058866.10	1111
ENSG00000059122.12	274
ENSG00000059145.14	459
ENSG00000059377.11	3987
ENSG00000059378.8	2570
ENSG00000059573.4	320
ENSG00000059588.5	1266
ENSG00000059691.7	313
ENSG00000059728.6	2153
ENSG00000059758.3	6405
ENSG00000059769.15	0
ENSG00000059804.11	8116
ENSG00000059915.12	21
ENSG00000060069.12	1056
ENSG00000060138.8	1816
ENSG00000060140.4	150
ENSG00000060237.12	6190
ENSG00000060339.9	2273
ENSG00000060491.12	211
ENSG00000060558.3	178
ENSG00000060566.9	0
ENSG00000060642.6	74
ENSG00000060656.15	1119
ENSG00000060688.8	635
ENSG00000060709.9	42
ENSG00000060718.14	4
ENSG00000060749.10	1863
ENSG00000060762.14	303
ENSG00000060971.13	365
ENSG00000060982.10	744
ENSG00000061273.13	1687
ENSG00000061337.11	513
ENSG00000061455.10	1771
ENSG00000061492.7	0
ENSG00000061656.5	5
ENSG00000061676.10	4868
ENSG00000061794.8	292
ENSG00000061918.8	357
ENSG00000061936.5	2633
ENSG00000061938.12	1336
ENSG00000061987.10	3613
ENSG00000062038.9	120
ENSG00000062096.10	2
ENSG00000062194.11	4399
ENSG00000062282.10	208
ENSG00000062370.12	0
ENSG00000062485.14	238
ENSG00000062524.11	30
ENSG00000062582.9	0
ENSG00000062598.13	1427
ENSG00000062650.13	3613
ENSG00000062716.6	2687
ENSG00000062725.5	1435
ENSG00000062822.8	108
ENSG00000063015.15	4
ENSG00000063046.13	947
ENSG00000063127.11	761
ENSG00000063169.6	0
ENSG00000063176.11	51
ENSG00000063180.4	23
ENSG00000063241.3	14
ENSG00000063244.8	285
ENSG00000063245.10	354
ENSG00000063322.9	81
ENSG00000063438.12	584
ENSG00000063515.2	0
ENSG00000063587.12	320
ENSG00000063601.12	1980
ENSG00000063660.4	77
ENSG00000063761.11	622
ENSG00000063854.8	271
ENSG00000063978.11	3337
ENSG00000064012.17	672
ENSG00000064042.13	25493
ENSG00000064102.10	325
ENSG00000064115.6	1064
ENSG00000064195.7	0
ENSG00000064199.2	13
ENSG00000064201.11	261
ENSG00000064205.6	104
ENSG00000064218.4	3
ENSG00000064225.8	2186
ENSG00000064270.8	2697
ENSG00000064300.4	16
ENSG00000064309.10	1544
ENSG00000064313.7	1521
ENSG00000064393.11	9838
ENSG00000064419.9	2596
ENSG00000064489.17	0
ENSG00000064490.9	36
ENSG00000064545.10	71
ENSG00000064547.9	1
ENSG00000064601.12	67
ENSG00000064607.12	442
ENSG00000064651.9	1385
ENSG00000064652.6	2863
ENSG00000064655.14	1096
ENSG00000064666.10	130
ENSG00000064687.8	18
ENSG00000064692.14	265
ENSG00000064703.7	30
ENSG00000064726.5	931
ENSG00000064763.6	1568
ENSG00000064787.8	200
ENSG00000064835.6	0
ENSG00000064886.9	192
ENSG00000064932.11	897
ENSG00000064933.12	754
ENSG00000064961.14	6
ENSG00000064989.8	7029
ENSG00000064995.12	498
ENSG00000064999.12	9964
ENSG00000065000.11	846
ENSG00000065029.10	487
ENSG00000065054.9	354
ENSG00000065057.3	110
ENSG00000065060.12	1052
ENSG00000065135.7	681
ENSG00000065150.14	314
ENSG00000065154.7	161
ENSG00000065183.11	79
ENSG00000065243.14	4466
ENSG00000065268.6	18
ENSG00000065308.4	3151
ENSG00000065320.4	1222
ENSG00000065325.8	13
ENSG00000065328.12	2
ENSG00000065357.15	481
ENSG00000065361.10	210
ENSG00000065371.13	0
ENSG00000065413.12	12028
ENSG00000065427.10	90
ENSG00000065457.6	80
ENSG00000065485.13	3973
ENSG00000065491.8	1616
ENSG00000065518.7	226
ENSG00000065526.6	1707
ENSG00000065534.14	7104
ENSG00000065548.13	366
ENSG00000065559.10	3915
ENSG00000065600.8	324
ENSG00000065609.10	9
ENSG00000065613.9	2016
ENSG00000065615.9	1004
ENSG00000065618.12	12
ENSG00000065621.10	381
ENSG00000065665.16	384
ENSG00000065675.10	2034
ENSG00000065717.10	419
ENSG00000065802.7	193
ENSG00000065809.9	5553
ENSG00000065833.7	1728
ENSG00000065882.11	6152
ENSG00000065883.10	4141
ENSG00000065911.7	119
ENSG00000065923.5	502
ENSG00000065970.4	205
ENSG00000065978.13	1008
ENSG00000065989.11	399
ENSG00000066027.7	5458
ENSG00000066032.14	28
ENSG00000066044.9	695
ENSG00000066056.9	1011
ENSG00000066084.8	5980
ENSG00000066117.10	182
ENSG00000066135.8	1949
ENSG00000066136.15	1896
ENSG00000066185.8	22
ENSG00000066230.6	12
ENSG00000066248.10	7
ENSG00000066279.12	13
ENSG00000066294.10	191
ENSG00000066322.8	67
ENSG00000066336.7	1547
ENSG00000066379.10	19
ENSG00000066382.12	314
ENSG00000066405.8	1152
ENSG00000066422.4	340
ENSG00000066427.17	939
ENSG00000066455.8	395
ENSG00000066468.16	4307
ENSG00000066557.5	870
ENSG00000066583.7	133
ENSG00000066629.12	5518
ENSG00000066651.13	975
ENSG00000066654.8	121
ENSG00000066697.10	64
ENSG00000066735.10	29
ENSG00000066739.7	1640
ENSG00000066777.4	5619
ENSG00000066813.10	12
ENSG00000066827.11	1574
ENSG00000066855.11	663
ENSG00000066923.13	23
ENSG00000066926.6	277
ENSG00000066933.11	5407
ENSG00000067048.12	334
ENSG00000067057.12	761
ENSG00000067064.6	291
ENSG00000067066.12	4652
ENSG00000067082.10	690
ENSG00000067113.12	3120
ENSG00000067141.12	3542
ENSG00000067167.3	1713
ENSG00000067177.10	174
ENSG00000067182.3	1215
ENSG00000067191.11	221
ENSG00000067208.10	8532
ENSG00000067221.9	23
ENSG00000067225.13	1012
ENSG00000067248.5	393
ENSG00000067334.9	54
ENSG00000067365.10	392
ENSG00000067369.9	1065
ENSG00000067445.16	2
ENSG00000067533.5	325
ENSG00000067560.6	2498
ENSG00000067596.6	422
ENSG00000067601.6	72
ENSG00000067606.11	3579
ENSG00000067646.7	339
ENSG00000067704.8	535
ENSG00000067715.9	198
ENSG00000067798.9	506
ENSG00000067829.14	226
ENSG00000067836.8	3
ENSG00000067840.8	14
ENSG00000067842.13	23
ENSG00000067900.6	4621
ENSG00000067955.9	2114
ENSG00000067992.8	1746
ENSG00000068001.9	13
ENSG00000068024.12	8675
ENSG00000068028.13	901
ENSG00000068078.13	103
ENSG00000068079.3	71
ENSG00000068097.10	217
ENSG00000068120.10	3
ENSG00000068137.10	122
ENSG00000068305.13	14070
ENSG00000068308.9	1535
ENSG00000068323.12	276
ENSG00000068354.11	225
ENSG00000068366.15	4041
ENSG00000068383.14	5430
ENSG00000068394.9	91
ENSG00000068400.9	472
ENSG00000068438.10	49
ENSG00000068489.8	17
